使用区队	申请日期	出库明细									
使用区队	申请日期	物料类型	物料编码	物料名称	规格型号	单位	出库数量	单价	金额	单位	工程名称
掘进一队	2025-09-08	材料	250101030000013	加厚防尘服	大中小号	套	67.00	144.90	9708.30	开掘	﹢810m水平回风大巷
掘进一队	2025-09-08	材料	213313170000004	手板锯	优质合金钢	把	2.00	51.06	102.12	开掘	﹢810m水平回风大巷
掘进一队	2025-09-08	材料	盈树	片网	φ4.0	平方米	150.00	17.15	2572.50	开掘	﹢810m水平回风大巷
办公室	2025-09-08	材料	250101030000013	加厚防尘服	大中小号	套	48.00	144.90	6955.20	开掘	﹢810m水平回风大巷
办公室	2025-09-08	材料	250501010000013	防尘口罩	3M 9002	个	6.00	20.90	125.40	开掘	﹢810m水平回风大巷
办公室	2025-09-08	材料	250903050000006	反光药物高筒工矿靴	26.5#	双	1.00	55.96	55.96	开掘	﹢810m水平回风大巷
办公室	2025-09-08	材料	250701070000003	乳胶手套	乳胶	双	6.00	4.92	29.52	开掘	﹢810m水平回风大巷
办公室	2025-09-08	材料	990143030017911	布袜子	-7912	双	6.00	8.00	48.00	开掘	﹢810m水平回风大巷
安监科	2025-09-08	材料	250101030000013	加厚防尘服	大中小号	套	5.00	144.90	724.50	开掘	﹢810m水平回风大巷
掘进一队	2025-09-06	材料	390115070000004	双色重型柄钢丝钳	8 / 200MM（45#钢）	把	3.00	40.00	120.00	开掘	﹢810m水平回风大巷
掘进一队	2025-09-06	材料	212701010000024	手动葫芦	5t×5m	台	2.00	625.91	1251.82	开掘	﹢810m水平回风大巷
掘进一队	2025-09-06	材料	盈树	支撑钢	29U	公斤	750.00	3.28	2460.00	开掘	﹢810m水平回风大巷
掘进一队	2025-09-06	材料	990143030013968	气动隔膜泵	BQG（350-400）/(0.2-0.4)（3969）	台	1.00	3600.00	3600.00	开掘	﹢810m水平回风大巷
掘进一队	2025-09-06	材料	110507010000004	镀锌铁丝	1.6mm	公斤	80.00	6.14	491.20	开掘	﹢810m水平回风大巷
掘进一队	2025-09-06	材料	110507010000006	镀锌铁丝	2.8mm	公斤	25.00	5.43	135.75	开掘	﹢810m水平回风大巷
掘进一队	2025-09-06	材料	110501270000002	钢丝绳	6×19s×15.5	公斤	150.00	8.69	1303.50	开掘	﹢810m水平回风大巷
掘进一队	2025-09-06	材料	E30108090000034	气动隔膜泵	BQG-350/0.2	台	2.00	1900.00	3800.00	开掘	﹢810m水平回风大巷
掘进一队	2025-09-06	材料	390101070000127	活扳手	10寸	把	2.00	35.00	70.00	开掘	﹢810m水平回风大巷
掘进二队	2025-09-06	材料	250903050000003	反光药物高筒工矿靴	25#	双	9.00	55.54	499.86	开掘	﹢810m水平回风大巷
掘进二队	2025-09-06	材料	250301010000004	安全帽（黄色）	TLD+150℃	顶	17.00	26.71	454.07	开掘	﹢810m水平回风大巷
掘进二队	2025-09-06	材料	210323110000004	矿灯	KL5LM（Z）锂电	台	17.00	159.00	2703.00	开掘	﹢810m水平回风大巷
掘进二队	2025-09-06	材料	980121000001064	矿灯带	.	条	32.00	5.00	160.00	开掘	﹢810m水平回风大巷
掘进二队	2025-09-06	材料	250701070000003	乳胶手套	乳胶	双	56.00	4.92	275.52	开掘	﹢810m水平回风大巷
掘进二队	2025-09-06	材料	990143030017911	布袜子	-7912	双	34.00	8.00	272.00	开掘	﹢810m水平回风大巷
掘进二队	2025-09-06	材料	250501010000013	防尘口罩	3M 9002	个	34.00	20.90	710.60	开掘	﹢810m水平回风大巷
掘进二队	2025-09-06	材料	210323070000017	矿用隔爆型LED巷道灯	DGS18/127L（B）	台	5.00	365.00	1825.00	开掘	﹢810m水平回风大巷
掘进二队	2025-09-06	材料	540301030010005	上结合板	/	块	1.00	300.00	300.00	开掘	﹢810m水平回风大巷
掘进二队	2025-09-06	材料	540301030010011	下结合板	480mm	块	1.00	333.00	333.00	开掘	﹢810m水平回风大巷
掘进二队	2025-09-06	材料	250101030000013	加厚防尘服	大中小号	套	28.00	144.90	4057.20	开掘	﹢810m水平回风大巷
机电队	2025-09-06	材料	250101030000013	加厚防尘服	大中小号	套	30.00	144.90	4347.00	开掘	﹢810m水平回风大巷
机电队	2025-09-06	材料	210111030000551	塑力电缆	VV22-0.6/1KV 4×16 .	米	296.00	54.44	16114.24	开掘	﹢810m水平回风大巷
机电队	2025-09-06	材料	390901070000001	等离子割枪	P80	把	1.00	225.00	225.00	开掘	﹢810m水平回风大巷
机电队	2025-09-06	材料	210111010000463	煤矿用移动轻型橡套软电缆	MYQ4×1.5.	米	600.00	5.33	3198.00	开掘	﹢810m水平回风大巷
机电队	2025-09-06	材料	390199050000001	锹把	1200mm Φ30mm（槐木）±50mm	根	10.00	6.00	60.00	开掘	﹢810m水平回风大巷
机电队	2025-09-06	材料	990145010000601	镐把	800mm （杂木）±50mm	根	2.00	3.38	6.76	开掘	﹢810m水平回风大巷
机电队	2025-09-06	材料	390305050000001	手提砂轮机	125型	台	1.00	318.40	318.40	开掘	﹢810m水平回风大巷
机电队	2025-09-06	材料	990145010000597	尖锹	/	把	2.00	8.11	16.22	开掘	﹢810m水平回风大巷
掘进二队	2025-09-05	材料	390115070000004	双色重型柄钢丝钳	8 / 200MM（45#钢）	把	2.00	40.00	80.00	开掘	﹢810m水平回风大巷
掘进二队	2025-09-05	材料	392301010000015	钢卷尺	5m（45#钢）	把	2.00	8.00	16.00	开掘	﹢810m水平回风大巷
掘进二队	2025-09-05	材料	213101150000023	活扳手	250mm（优质合金钢）	把	2.00	14.59	29.18	开掘	﹢810m水平回风大巷
掘进二队	2025-09-05	材料	213101150000025	活扳手	300mm（优质合金钢）	把	2.00	17.49	34.98	开掘	﹢810m水平回风大巷
掘进二队	2025-09-05	材料	213115030000021	十字塑柄螺丝刀	6*150（磁力型）（45#钢）	把	4.00	4.51	18.04	开掘	﹢810m水平回风大巷
掘进二队	2025-09-05	材料	213101030000106	三用套管扳手	14-17-19（45#钢）	把	2.00	6.42	12.84	开掘	﹢810m水平回风大巷
掘进二队	2025-09-05	材料	213101030000105	三用套管扳手	12-14-17（45#钢）	把	2.00	5.65	11.30	开掘	﹢810m水平回风大巷
掘进二队	2025-09-05	材料	110703010000005	卡缆	29υ双	套	24.00	32.70	784.80	开掘	﹢810m水平回风大巷
掘进二队	2025-09-05	材料	210553010000028	煤矿用隔爆型低压电缆接线盒	BHD2-40/660-3T	台	1.00	89.36	89.36	开掘	﹢810m水平回风大巷
掘进二队	2025-09-05	材料	392301070000017	哈量 深度游标卡尺  卡尺 0-200mm（单位：个）	0-200mm	个	1.00	209.16	209.16	开掘	﹢810m水平回风大巷
掘进二队	2025-09-05	材料	980121000001064	矿灯带	.	条	2.00	5.00	10.00	开掘	﹢810m水平回风大巷
掘进二队	2025-09-05	材料	250301010000004	安全帽（黄色）	TLD+150℃	顶	2.00	26.71	53.42	开掘	﹢810m水平回风大巷
掘进二队	2025-09-05	材料	250101030000013	加厚防尘服	大中小号	套	2.00	144.90	289.80	开掘	﹢810m水平回风大巷
掘进二队	2025-09-05	材料	210323110000004	矿灯	KL5LM（Z）锂电	台	2.00	159.00	318.00	开掘	﹢810m水平回风大巷
掘进二队	2025-09-05	材料	250701070000003	乳胶手套	乳胶	双	4.00	4.92	19.68	开掘	﹢810m水平回风大巷
掘进二队	2025-09-05	材料	990143030017911	布袜子	-7912	双	4.00	8.00	32.00	开掘	﹢810m水平回风大巷
掘进二队	2025-09-05	材料	250501010000013	防尘口罩	3M 9002	个	4.00	20.90	83.60	开掘	﹢810m水平回风大巷
掘进二队	2025-09-05	材料	213313170000004	手板锯	优质合金钢	把	3.00	51.06	153.18	开掘	﹢810m水平回风大巷
掘进二队	2025-09-05	材料	110507010000006	镀锌铁丝	2.8mm	公斤	20.00	5.43	108.60	开掘	﹢810m水平回风大巷
掘进二队	2025-09-05	材料	213109150000012	断线钳	300mm	把	6.00	23.09	138.54	开掘	﹢810m水平回风大巷
掘进二队	2025-09-05	材料	230119130000001	尼龙扎丝	250mm	根	1000.00	0.02	20.00	开掘	﹢810m水平回风大巷
掘进二队	2025-09-05	材料	230119110000007	尼龙扎带	8×500	根	800.00	0.10	80.00	开掘	﹢810m水平回风大巷
机电队	2025-09-04	材料	213115030000023	十字塑柄螺丝刀	8*250（磁力型）（45#钢）	把	1.00	7.30	7.30	开掘	﹢810m水平回风大巷
机电队	2025-09-04	材料	390109050000002	工具钢高强剁斧	.	把	10.00	13.59	135.90	开掘	﹢810m水平回风大巷
机电队	2025-09-04	材料	390901070000001	等离子割枪	P80	把	1.00	225.00	225.00	开掘	﹢810m水平回风大巷
机电队	2025-09-04	材料	392301010000015	钢卷尺	5m（45#钢）	把	3.00	8.00	24.00	开掘	﹢810m水平回风大巷
机电队	2025-09-04	材料	510199170000154	三通	KJ19	件	1.00	10.66	10.66	开掘	﹢810m水平回风大巷
机电队	2025-09-04	材料	510199190000021	U型卡	Φ19	件	10.00	0.27	2.70	开掘	﹢810m水平回风大巷
机电队	2025-09-04	材料	510199170000140	球形截止阀	QJ19	件	2.00	61.95	123.90	开掘	﹢810m水平回风大巷
机电队	2025-09-04	材料	510199170000237	直通	KJ-19	件	30.00	6.15	184.50	开掘	﹢810m水平回风大巷
机电队	2025-09-04	材料	211511230000022	圆钉	70mm（热轧低碳钢）	公斤	20.00	5.13	102.60	开掘	﹢810m水平回风大巷
机电队	2025-09-04	材料	390127030000035	大竹扫把	总长2000mm	把	2.00	14.28	28.56	开掘	﹢810m水平回风大巷
机电队	2025-09-04	材料	E21009070000227	等离子切割机	LGK1601	台	1.00	5890.00	5890.00	开掘	﹢810m水平回风大巷
机电队	2025-09-04	材料	E21009080000242	电焊机	ZX7-500	台	1.00	2300.00	2300.00	开掘	﹢810m水平回风大巷
通风队	2025-09-03	材料	230119110000007	尼龙扎带	8×500	根	100.00	0.10	10.00	开掘	﹢810m水平回风大巷
通风队	2025-09-03	材料	230119130000001	尼龙扎丝	250mm	根	250.00	0.02	5.00	开掘	﹢810m水平回风大巷
通风队	2025-09-03	材料	210323110000004	矿灯	KL5LM（Z）锂电	台	5.00	159.00	795.00	开掘	﹢810m水平回风大巷
通风队	2025-09-03	材料	510199170000291	异径直通	JKZ19/10	个	1.00	7.70	7.70	开掘	﹢810m水平回风大巷
通风队	2025-09-03	材料	190301090000003	隔绝式化学氧自救器	ZH30X（A）	台	20.00	216.81	4336.20	开掘	﹢810m水平回风大巷
通风队	2025-09-03	材料	392301010000015	钢卷尺	5m（45#钢）	把	5.00	8.00	40.00	开掘	﹢810m水平回风大巷
通风队	2025-09-03	材料	210545510000003	防水胶布	18mm	盘	10.00	1.41	14.10	开掘	﹢810m水平回风大巷
通风队	2025-09-03	材料	212701010000009	手动葫芦	1t×5m	台	1.00	275.00	275.00	开掘	﹢810m水平回风大巷
通风队	2025-09-03	材料	214101030000003	重型绳卡头	15mm	个	6.00	4.05	24.30	开掘	﹢810m水平回风大巷
通风队	2025-09-03	材料	250101030000013	加厚防尘服	大中小号	套	19.00	144.90	2753.10	开掘	﹢810m水平回风大巷
掘进一队	2025-09-03	材料	211501010000201	六角螺栓	16×200	条	60.00	2.83	169.80	开掘	﹢810m水平回风大巷
掘进一队	2025-09-03	材料	211503010000004	普通螺母	16mm	件	80.00	0.19	15.20	开掘	﹢810m水平回风大巷
掘进一队	2025-09-03	材料	541101010030020	制动器	/	件	10.00	123.21	1232.10	开掘	﹢810m水平回风大巷
掘进一队	2025-09-03	材料	盈树	支撑钢	29U	公斤	600.00	3.28	1968.00	开掘	﹢810m水平回风大巷
掘进一队	2025-09-03	材料	盈树	片网	φ4.0	平方米	200.00	17.15	3430.00	开掘	﹢810m水平回风大巷
掘进一队	2025-09-03	材料	212101250000053	法兰盘	50mm(-16)	个	4.00	14.96	59.84	开掘	﹢810m水平回风大巷
掘进一队	2025-09-03	材料	390101070000127	活扳手	10寸	把	2.00	35.00	70.00	开掘	﹢810m水平回风大巷
掘进一队	2025-09-03	材料	390115070000004	双色重型柄钢丝钳	8 / 200MM（45#钢）	把	2.00	40.00	80.00	开掘	﹢810m水平回风大巷
掘进一队	2025-09-03	材料	392301010000015	钢卷尺	5m（45#钢）	把	2.00	8.00	16.00	开掘	﹢810m水平回风大巷
掘进一队	2025-09-03	材料	211501010000169	六角螺栓	12×70	件	20.00	0.42	8.40	开掘	﹢810m水平回风大巷
掘进一队	2025-09-03	材料	211501110000663	内六方螺栓	M8×70	条	20.00	0.30	6.00	开掘	﹢810m水平回风大巷
掘进一队	2025-09-03	材料	211503010000002	普通螺母	12mm	件	20.00	0.13	2.60	开掘	﹢810m水平回风大巷
掘进一队	2025-09-03	材料	214101030000003	重型绳卡头	15mm	个	10.00	4.05	40.50	开掘	﹢810m水平回风大巷
掘进一队	2025-09-03	材料	211503010000021	普通螺母	8mm	千件	1.00	37.26	37.26	开掘	﹢810m水平回风大巷
掘进一队	2025-09-03	材料	211503010000021	普通螺母	8mm	千件	1.00	39.03	39.03	开掘	﹢810m水平回风大巷
掘进二队	2025-09-02	材料	390103030000004	大锤	24磅	把	1.00	379.02	379.02	开掘	﹢810m水平回风大巷
掘进二队	2025-09-02	材料	990145010000597	尖锹	/	把	2.00	8.11	16.22	开掘	﹢810m水平回风大巷
掘进二队	2025-09-02	材料	390199050000001	锹把	1200mm Φ30mm（槐木）±50mm	根	4.00	6.00	24.00	开掘	﹢810m水平回风大巷
掘进二队	2025-09-02	材料	250301010000004	安全帽（黄色）	TLD+150℃	顶	10.00	26.71	267.10	开掘	﹢810m水平回风大巷
掘进二队	2025-09-02	材料	250101030000013	加厚防尘服	大中小号	套	10.00	144.90	1449.00	开掘	﹢810m水平回风大巷
掘进二队	2025-09-02	材料	210323110000004	矿灯	KL5LM（Z）锂电	台	10.00	159.00	1590.00	开掘	﹢810m水平回风大巷
掘进二队	2025-09-02	材料	980121000001064	矿灯带	.	条	10.00	5.00	50.00	开掘	﹢810m水平回风大巷
掘进二队	2025-09-02	材料	250701070000003	乳胶手套	乳胶	双	20.00	4.92	98.40	开掘	﹢810m水平回风大巷
掘进二队	2025-09-02	材料	990143030017911	布袜子	-7912	双	20.00	8.00	160.00	开掘	﹢810m水平回风大巷
掘进二队	2025-09-02	材料	250501010000013	防尘口罩	3M 9002	个	20.00	20.90	418.00	开掘	﹢810m水平回风大巷
掘进二队	2025-09-02	材料	230119030000006	普通塑料编织袋	800*500	条	2000.00	0.58	1160.00	开掘	﹢810m水平回风大巷
掘进二队	2025-09-02	材料	213313170000004	手板锯	优质合金钢	把	1.00	51.06	51.06	开掘	﹢810m水平回风大巷
通风队	2025-09-01	材料	110507010000007	镀锌铁丝	3.5mm	公斤	20.00	5.19	103.80	开掘	﹢810m水平回风大巷
通风队	2025-09-01	材料	211511230000022	圆钉	70mm（热轧低碳钢）	公斤	15.00	5.13	76.95	开掘	﹢810m水平回风大巷
通风队	2025-09-01	材料	990143030016350	圆钉	100mm（热轧低碳钢)（6351）	公斤	25.00	7.37	184.25	开掘	﹢810m水平回风大巷
通风队	2025-09-01	材料	250101030000013	加厚防尘服	大中小号	套	1.00	144.90	144.90	开掘	﹢810m水平回风大巷
通风队	2025-09-01	材料	190301090000003	隔绝式化学氧自救器	ZH30X（A）	台	20.00	216.81	4336.20	开掘	﹢810m水平回风大巷
											
掘进二队	2025-08-26	材料	230109330000412	高压胶管总成	KJR3-10-50/5000	条	3.00	132.97	398.91	开掘	﹢810m运输大巷
掘进二队	2025-08-26	材料	230109330000412	高压胶管总成	KJR3-10-50/10000	条	3.00	245.00	735.00	开掘	﹢810m运输大巷
掘进二队	2025-08-26	材料	210323110000004	矿灯	KL5LM（Z）锂电	台	5.00	159.00	795.00	开掘	﹢810m运输大巷
掘进二队	2025-08-26	材料	250501010000013	防尘口罩	3M 9002	个	10.00	20.90	209.00	开掘	﹢810m运输大巷
掘进二队	2025-08-26	材料	250903050000005	反光药物高筒工矿靴	26#	双	6.00	55.20	331.20	开掘	﹢810m运输大巷
掘进二队	2025-08-26	材料	250701070000003	乳胶手套	乳胶	双	10.00	4.92	49.20	开掘	﹢810m运输大巷
掘进二队	2025-08-26	材料	990143030017911	布袜子	-7912	双	10.00	8.00	80.00	开掘	﹢810m运输大巷
掘进二队	2025-08-26	材料	980121000001064	矿灯带	.	条	5.00	5.00	25.00	开掘	﹢810m运输大巷
掘进二队	2025-08-26	材料	250301010000003	安全帽	电绝缘性能+阻燃性能	顶	1.00	36.22	36.22	开掘	﹢810m运输大巷
掘进二队	2025-08-26	材料	250101030000013	加厚防尘服	大中小号	套	5.00	144.90	724.50	开掘	﹢810m运输大巷
掘进二队	2025-08-26	材料	211511230000022	圆钉	70mm（热轧低碳钢）	公斤	10.00	5.13	51.30	开掘	﹢810m运输大巷
掘进二队	2025-08-26	材料	213313170000004	手板锯	优质合金钢	把	1.00	51.06	51.06	开掘	﹢810m运输大巷
掘进二队	2025-08-26	材料	230119030000006	普通塑料编织袋	800*500	条	14000.00	0.60	8400.00	开掘	﹢810m运输大巷
通风队	2025-08-24	材料	190301090000001	隔绝式化学氧自救器	ZH30（C）	台	12.00	188.68	2264.16	开掘	﹢810m运输大巷
通风队	2025-08-24	材料	990143010005521	绒衣裤	/	条	4.00	58.00	232.00	开掘	﹢810m运输大巷
通风队	2025-08-24	材料	670107010000071	煤矿用风筒风量开关传感器	GFD6(B)	台	2.00	7200.00	14400.00	开掘	﹢810m运输大巷
通风队	2025-08-24	材料	510199170000234	直通	KJ-10	件	2.00	3.19	6.38	开掘	﹢810m运输大巷
通风队	2025-08-24	材料	510199170000137	球形截止阀	QJ10	件	2.00	38.00	76.00	开掘	﹢810m运输大巷
通风队	2025-08-24	材料	213101190000052	平头电镀标长内六角扳手	8mm（铬钒钢）	把	1.00	3.22	3.22	开掘	﹢810m运输大巷
通风队	2025-08-24	材料	212101250000053	法兰盘	50mm(-16)	个	2.00	14.96	29.92	开掘	﹢810m运输大巷
通风队	2025-08-24	材料	390101090000016	内六角扳手	5mm	把	1.00	1.28	1.28	开掘	﹢810m运输大巷
通风队	2025-08-24	材料	390101090000017	内六角扳手	6mm	把	1.00	3.15	3.15	开掘	﹢810m运输大巷
通风队	2025-08-24	材料	390101090000013	内六角扳手	3mm	把	1.00	1.44	1.44	开掘	﹢810m运输大巷
通风队	2025-08-24	材料	390101090000015	内六角扳手	4mm	把	1.00	2.84	2.84	开掘	﹢810m运输大巷
通风队	2025-08-24	材料	278701010000003	塑料涂覆布正压风筒	FTZSS600*10	米	650.00	16.94	11011.00	开掘	﹢810m运输大巷
通风队	2025-08-24	材料	214101030000002	重型绳卡头	12mm	个	100.00	2.19	219.00	开掘	﹢810m运输大巷
通风队	2025-08-24	材料	211515090000004	镀锌平垫	16mm	件	20.00	0.11	2.20	开掘	﹢810m运输大巷
通风队	2025-08-24	材料	213719010000004	水平尺	1000mm（45#钢）	把	1.00	21.25	21.25	开掘	﹢810m运输大巷
通风队	2025-08-24	材料	211501010000216	六角螺栓	16×70	件	20.00	0.83	16.60	开掘	﹢810m运输大巷
通风队	2025-08-24	材料	盈树	普通螺母	16mm	件	20.00	0.17	3.40	开掘	﹢810m运输大巷
通风队	2025-08-24	材料	390101030000034	梅花扳手	22-24mm	把	2.00	9.73	19.46	开掘	﹢810m运输大巷
通风队	2025-08-24	材料	210911130000016	数字万用表	VC9806	块	1.00	402.50	402.50	开掘	﹢810m运输大巷
通风队	2025-08-24	材料	390101030000032	梅花扳手	17-19mm	把	2.00	5.67	11.34	开掘	﹢810m运输大巷
机电队	2025-08-23	材料	990143030015859	橡套电缆	MY-0.38/0.66KV 3×35+1×16 .（5860）	米	90.00	223.50	20115.00	开掘	﹢810m运输大巷
机电队	2025-08-23	材料	210545230000003	开口铜线鼻	100A	只	100.00	1.00	100.00	开掘	﹢810m运输大巷
